kota_kabupaten;kecamatan;jumlah_penduduk;kepadatan_penduduk;jumlah_anak(0-17th);jumlah_usia_produktif(15-64th);jumlah_penduduk_pria;jumlah_penduduk_perempuan;jenis_fasilitas_olahraga;jumlah
Jakarta Selatan;Jagakarsa;377.606;14.775;111.897;267.456;182.355;180.736;gedung olahraga;1
Jakarta Selatan;Jagakarsa;377.606;14.775;111.897;267.456;182.355;180.736;stadion;0
Jakarta Selatan;Jagakarsa;377.606;14.775;111.897;267.456;182.355;180.736;gelanggang kecamatan;1
Jakarta Selatan;Jagakarsa;377.606;14.775;111.897;267.456;182.355;180.736;gelanggang kotamadya;0
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;tenis;4
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;sepak bola;2
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;kolam renang;1
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;bola voli;4
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;bulu tangkis;5
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;basket;3
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;atletik;2
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;tenis meja;0
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;golf;0
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;senam;3
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;gedung olahraga;1
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;stadion;0
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;gelanggang kecamatan;1
Jakarta Selatan;Kebayoran Baru;157.346;12.201;40.749;112.744;77.828;78.909;gelanggang kotamadya;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;tenis;0
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;sepak bola;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;kolam renang;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;bola voli;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;bulu tangkis;4
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;basket;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;atletik;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;tenis meja;0
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;golf;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;senam;5
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;gedung olahraga;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;stadion;0
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;gelanggang kecamatan;1
Jakarta Selatan;Kebayoran Lama;335.824;15.375;93.758;237.207;165.207;164.235;gelanggang kotamadya;0
Jakarta Selatan;Mampang Prapatan;159.772;19.871;44.349;114.514;80.416;78.663;tenis;0
Jakarta Selatan;Mampang Prapatan;159.772;19.871;44.349;114.514;80.416;78.663;sepak bola;0
Jakarta Selatan;Mampang Prapatan;159.772;19.871;44.349;114.514;80.416;78.663;kolam renang;0
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;atletik;0
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;tenis meja;0
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;golf;0
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;senam;0
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;gedung olahraga;0
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;stadion;0
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;gelanggang kecamatan;1
Jakarta Timur;Cipayung;303.806;10.796;91.496;214.526;146.814;144.602;gelanggang kotamadya;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;tenis;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;sepak bola;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;kolam renang;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;bola voli;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;bulu tangkis;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;basket;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;atletik;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;tenis meja;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;golf;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;senam;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;gedung olahraga;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;stadion;0
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;gelanggang kecamatan;1
Jakarta Pusat;Cempaka Putih;98.714;20.931;25.778;70.938;51.053;51.220;gelanggang kotamadya;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;tenis;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;sepak bola;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;kolam renang;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;bola voli;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;bulu tangkis;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;basket;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;atletik;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;tenis meja;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;golf;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;senam;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;gedung olahraga;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;stadion;0
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;gelanggang kecamatan;1
Jakarta Pusat;Johar Baru;140.465;58.750;39.857;99.772;74.092;72.068;gelanggang kotamadya;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;tenis;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;sepak bola;1
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;kolam renang;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;bola voli;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;bulu tangkis;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;basket;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;atletik;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;tenis meja;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;golf;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;senam;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;gedung olahraga;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;stadion;0
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;gelanggang kecamatan;1
Jakarta Pusat;Kemayoran;257.370;35.697;71.905;182.977;134.099;132.210;gelanggang kotamadya;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;tenis;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;sepak bola;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;kolam renang;1
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;bola voli;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;bulu tangkis;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;basket;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;atletik;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;tenis meja;1
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;golf;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;senam;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;gedung olahraga;1
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;stadion;1
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;gelanggang kecamatan;0
Jakarta Pusat;Gambir;96.281;12.651;23.795;68.393;51.577;50.613;gelanggang kotamadya;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;tenis;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;sepak bola;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;kolam renang;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;bola voli;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;bulu tangkis;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;basket;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;atletik;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;tenis meja;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;golf;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;senam;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;gedung olahraga;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;stadion;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;gelanggang kecamatan;0
Jakarta Pusat;Menteng;88.263;13.393;22.805;62.762;46.334;45.732;gelanggang kotamadya;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;tenis;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;sepak bola;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;kolam renang;1
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;bola voli;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;bulu tangkis;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;basket;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;atletik;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;tenis meja;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;golf;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;senam;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;gedung olahraga;1
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;stadion;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;gelanggang kecamatan;0
Jakarta Pusat;Senen;125.133;28.353;33.597;88.897;65.484;63.871;gelanggang kotamadya;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;tenis;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;sepak bola;2
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;kolam renang;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;bola voli;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;bulu tangkis;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;basket;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;atletik;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;tenis meja;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;golf;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;senam;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;gedung olahraga;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;stadion;0
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;gelanggang kecamatan;1
Jakarta Pusat;Tanah Abang;175.111;17.271;49.477;123.715;91.772;89.724;gelanggang kotamadya;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;tenis;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;sepak bola;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;kolam renang;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;bola voli;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;bulu tangkis;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;basket;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;atletik;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;tenis meja;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;golf;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;senam;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;gedung olahraga;0
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;stadion;1
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;gelanggang kecamatan;1
Jakarta Pusat;Sawah Besar;126.543;23.237;30.927;89.710;66.876;66.674;gelanggang kotamadya;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;tenis;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;sepak bola;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;kolam renang;1
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;bola voli;1
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;bulu tangkis;3
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;basket;1
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;atletik;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;tenis meja;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;golf;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;senam;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;gedung olahraga;1
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;stadion;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;gelanggang kecamatan;7
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;gelanggang kotamadya;1
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;tenis;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;sepak bola;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;kolam renang;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;bola voli;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;bulu tangkis;5
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;basket;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;atletik;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;tenis meja;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;golf;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;senam;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;gedung olahraga;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;stadion;0
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;gelanggang kecamatan;1
Jakarta Barat;Grogol Petamburan;239.061;21.805;60.927;168.778;119.364;120.651;gelanggang kotamadya;0
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;tenis;2
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;sepak bola;1
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;kolam renang;0
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;bola voli;1
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;bulu tangkis;3
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;basket;2
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;atletik;1
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;tenis meja;0
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;golf;0
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;senam;0
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;gedung olahraga;0
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;stadion;0
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;gelanggang kecamatan;1
Jakarta Barat;Palmerah;235.100;31.581;67.285;166.395;117.693;115.181;gelanggang kotamadya;0
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;tenis;0
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;sepak bola;1
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;kolam renang;0
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;bola voli;1
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;bulu tangkis;4
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;basket;1
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;atletik;1
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;tenis meja;2
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;golf;0
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;senam;0
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;gedung olahraga;0
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;stadion;1
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;gelanggang kecamatan;1
Jakarta Barat;Kebon Jeruk;368.839;21.234;105.061;258.579;182.024;180.875;gelanggang kotamadya;0
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;tenis;0
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;sepak bola;0
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;kolam renang;0
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;bola voli;1
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;bulu tangkis;3
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;basket;1
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;atletik;1
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;tenis meja;1
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;golf;0
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;senam;0
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;gedung olahraga;0
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;stadion;1
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;gelanggang kecamatan;1
Jakarta Barat;Kembangan;313.599;12.300;91.446;219.593;153.003;151.812;gelanggang kotamadya;0
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;tenis;1
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;sepak bola;1
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;kolam renang;0
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;bola voli;5
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;bulu tangkis;9
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;basket;2
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;atletik;1
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;tenis meja;5
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;golf;0
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;senam;0
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;gedung olahraga;1
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;stadion;1
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;gelanggang kecamatan;1
Jakarta Barat;Cengkareng;590.335;22.234;178.398;416.995;291.890;284.326;gelanggang kotamadya;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;tenis;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;sepak bola;2
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;kolam renang;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;bola voli;1
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;bulu tangkis;4
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;basket;1
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;atletik;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;tenis meja;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;golf;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;senam;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;gedung olahraga;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;stadion;0
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;gelanggang kecamatan;1
Jakarta Barat;Kalideres;464.568;16.135;140.605;330.280;227.626;222.320;gelanggang kotamadya;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;tenis;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;sepak bola;1
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;kolam renang;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;bola voli;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;bulu tangkis;4
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;basket;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;atletik;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;tenis meja;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;golf;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;senam;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;gedung olahraga;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;stadion;0
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;gelanggang kecamatan;1
Jakarta Barat;Tambora;270.036;49.788;72.022;192.211;139.096;134.235;gelanggang kotamadya;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;tenis;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;sepak bola;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;kolam renang;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;bola voli;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;bulu tangkis;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;basket;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;atletik;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;tenis meja;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;golf;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;senam;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;gedung olahraga;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;stadion;1
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;gelanggang kecamatan;0
Jakarta Barat;Tamansari;128.026;27.850;31.165;90.188;64.572;64.794;gelanggang kotamadya;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;tenis;1
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;sepak bola;3
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;kolam renang;1
